File, Layer,Classification, Proto, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes,LanPackets,LanBytes,LanTxPackets,LanTxBytes,LanRxPackets,LanRxBytes,WanPackets,WanBytes,WanTxPackets,WanTxBytes,WanRxPackets,WanRxBytes,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,518218,110424744,287927,24011580,230291,86413164,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Total,,Total,636251,140657293,326446,29404458,309805,111252835,74403,23452944,10629,1897332,63774,21555612,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Layer 3,,ip,636251,140657293,326446,29404458,309805,111252835,0,0,0,0,0,0,834,50313,417,23280,417,27033,,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Layer 4,,tcp,561014,117154036,315400,27483846,245614,89670190,0,0,0,0,0,0,30320,2630557,20164,1644665,10156,985892,,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Layer 4,,udp,75237,23503257,11046,1920612,64191,21582645,0,0,0,0,0,0,12476,4098735,7309,1827601,5167,2271134,,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Layer 5,,tls,24546,4801344,12150,1760084,12396,3041260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Layer 7,,http,518218,110424744,287927,24011580,230291,86413164,794862,176456713,451958,148167531,290827,24253382,794862,176456713,451958,148167531,52077,4035800,Queries philips bridge descrption.xml,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Layer 7,,ssdp,74403,23452944,10629,1897332,63774,21555612,673912,162874090,383085,138620708,290827,24253382,106034,8411567,53957,4375767,52077,4035800,,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Layer 7,,8555,834,50313,417,23280,417,27033,14916,5171056,14916,5171056,0,0,0,0,0,0,0,0,Looks like it might be integration but it is querying an ntp host,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Layer 7,,secure-mqtt,30320,2630557,20164,1644665,10156,985892,523438,111277170,232611,87023788,290827,24253382,103925,8221757,52830,4274337,51095,3947420,,,,,,,,,,,,,,,,,,,,,,,,,,
Netvue,Layer 7,,https,12476,4098735,7309,1827601,5167,2271134,165390,56767976,165390,56767976,0,0,2109,189810,1127,101430,982,88380,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,0,0,0,0,0,16409,3075496,8181,1447897,8228,1627599,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Total,,Total,807963,177242791,465059,148953609,342904,28289182,523438,111277170,232611,87023788,290827,24253382,87,15203,46,11682,41,3521,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 3,,ip,793047,172071735,450143,143782553,342904,28289182,135558,46724184,135558,46724184,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 3,,ipv6,14916,5171056,14916,5171056,0,0,0,0,0,0,0,0,2109,189810,1127,101430,982,88380,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 4,,tcp,627363,119498927,285441,91298125,341922,28200802,29832,10043792,29832,10043792,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 4,,udp,167499,56957786,166517,56869406,982,88380,0,0,0,0,0,0,103838,8206554,52784,4262655,51054,3943899,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 4,,igmp,13101,786078,13101,786078,0,0,,,,,,,,,,,,,"IGMP: 239.255.255.250,224.0.0.251",,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 5,,tls,16409,3075496,8181,1447897,8228,1627599,8245,968754,5476,631591,0,0,8245,968754,5476,631591,2769,337163,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 7,,http,523525,111292373,232657,87035470,290868,24256903,173,111758,173,111758,0,0,8072,856996,5303,519833,2769,337163,"UPnP with netvue camera, requested by Echo but declines",,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 7,,ssdp,135558,46724184,135558,46724184,0,0,0,0,0,0,0,0,7735,826666,5134,504623,2601,322043,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 7,,ntp,2109,189810,1127,101430,982,88380,173,111758,173,111758,0,0,337,30330,169,15210,168,15120,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 7,,mdns,29832,10043792,29832,10043792,0,0,0,0,0,0,0,0,5134,655000,2567,335201,2567,319799,,,,,,,,,,,,,,,,,,,,,,,,,,
PhillipsBridge,Layer 7,,https,103838,8206554,52784,4262655,51054,3943899,0,0,0,0,0,0,337,30330,169,15210,168,15120,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,173,111758,173,111758,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Total,,Total,8245,968754,5476,631591,2769,337163,0,0,0,0,0,0,7735,826666,5134,504623,2601,322043,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 3,,ip,8245,968754,5476,631591,2769,337163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 4,,tcp,7735,826666,5134,504623,2601,322043,48167,17551203,26514,11174297,29,1566,48167,17551203,26514,11174297,21624,6375340,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 4,,udp,510,142088,342,126968,168,15120,0,0,0,0,0,0,36207,13531034,19807,8677302,16400,4853732,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 5,,tls,5134,655000,2567,335201,2567,319799,58,3828,29,2262,29,1566,11902,4016341,6678,2494733,5224,1521608,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 7,,ntp,337,30330,169,15210,168,15120,58,3828,29,2262,29,1566,47882,17523445,26362,11159025,21520,6364420,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 7,,tplink-smarthome,173,111758,173,111758,0,0,0,0,0,0,0,0,227,23930,123,13010,104,10920,Responds to amazon device udp only,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 7,,https,7735,826666,5134,504623,2601,322043,0,0,0,0,0,0,17113,9855159,8561,4566172,8552,5288987,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,0,0,0,0,0,227,23930,123,13010,104,10920,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaquestPro,Total,,Total,48167,17551203,26514,11174297,21653,6376906,0,0,0,0,0,0,90,9441,45,5085,45,4356,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaquestPro,Layer 3,,ipv6,36207,13531034,19807,8677302,16400,4853732,0,0,0,0,0,0,47774,17512456,26308,11153058,21466,6359398,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaquestPro,Layer 3,,ip,11960,4020169,6707,2496995,5253,1523174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaquestPro,Layer 4,,tcp,47940,17527273,26391,11161287,21549,6365986,63757,21841336,39573,7543100,0,0,63757,21841336,39573,7543100,24184,14298236,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaquestPro,Layer 4,,udp,227,23930,123,13010,104,10920,6266,892555,6266,892555,0,0,42491,15887956,23256,4061275,19235,11826681,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaquestPro,Layer 5,,tls,17113,9855159,8561,4566172,8552,5288987,6267,1018123,6267,1018123,0,0,8733,4042702,3784,1571147,4949,2471555,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaquestPro,Layer 7,,ntp,227,23930,123,13010,104,10920,12533,1910678,12533,1910678,0,0,24,2160,12,1080,12,1080,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaquestPro,Layer 7,,http,90,9441,45,5085,45,4356,0,0,0,0,0,0,51200,19928498,27028,5631342,24172,14297156,Captive portal / connectivity check every 12 hours,,,,,,,,,,,,,,,,,,,,,,,,,
MetaquestPro,Layer 7,,https,47774,17512456,26308,11153058,21466,6359398,0,0,0,0,0,0,21916,11262832,10138,3896521,11778,7366311,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8587,1587106,8587,1587106,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Total,,Total,69164,22133762,44980,7835526,24184,14298236,0,0,0,0,0,0,24,2160,12,1080,12,1080,,,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 3,,ip,54164,17072937,34929,5246256,19235,11826681,0,0,0,0,0,0,9740,6546729,4107,368825,5633,6177904,,,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 3,,ipv6,15000,5060825,10051,2589270,4949,2471555,3946,323572,3946,323572,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 4,,igmp,5407,292426,5407,292426,0,0,0,0,0,0,0,0,41460,13381769,22921,5262517,18539,8119252,"IGMP: 224.0.0.251,224.0.0.252",,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 4,,udp,12557,1912838,12545,1911758,12,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 4,,tcp,51200,19928498,27028,5631342,24172,14297156,3354,1165013,1792,624059,0,0,3354,1165013,1792,624059,1562,540954,,,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 5,,tls,21916,11262832,10138,3896521,11778,7366311,0,0,0,0,0,0,3354,1165013,1792,624059,1562,540954,,,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 7,,mdns,8587,1587106,8587,1587106,0,0,0,0,0,0,0,0,3326,1162493,1778,622799,1548,539694,,,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 7,,ntp,24,2160,12,1080,12,1080,0,0,0,0,0,0,28,2520,14,1260,14,1260,,,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 7,,http,9740,6546729,4107,368825,5633,6177904,0,0,0,0,0,0,1493,962279,736,519242,757,443037,"Connection test, frequently updates certificate trust lists from microsoft, checks cert validity, update files",,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 7,,llmnr,3946,323572,3946,323572,0,0,0,0,0,0,0,0,615,54693,365,29958,250,24735,"Similar to MDNS, being phased out https://techcommunity.microsoft.com/t5/networking-blog/aligning-on-mdns-ramping-down-netbios-name-resolution-and-llmnr/ba-p/3290816",,,,,,,,,,,,,,,,,,,,,,,,,
HoloLens2,Layer 7,,https,41460,13381769,22921,5262517,18539,8119252,0,0,0,0,0,0,28,2520,14,1260,14,1260,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,0,0,0,0,0,2711,1107800,1413,592841,1298,514959,,,,,,,,,,,,,,,,,,,,,,,,,,
MagicLeap,Total,,Total,3354,1165013,1792,624059,1562,540954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MagicLeap,Layer 3,,ip,3354,1165013,1792,624059,1562,540954,6385709,4917562261,3750839,932668795,69,3726,6385709,4917562261,3750839,932668795,2634801,3984889740,,,,,,,,,,,,,,,,,,,,,,,,,,
MagicLeap,Layer 4,,tcp,3326,1162493,1778,622799,1548,539694,0,0,0,0,0,0,6382822,4916868494,3749271,932203208,2633551,3984665286,,,,,,,,,,,,,,,,,,,,,,,,,,
MagicLeap,Layer 4,,udp,28,2520,14,1260,14,1260,138,8832,69,5106,69,3726,2749,684935,1499,460481,1250,224454,,,,,,,,,,,,,,,,,,,,,,,,,,
MagicLeap,Layer 5,,tls,1493,962279,736,519242,757,443037,138,8832,69,5106,69,3726,6384137,4917395809,3750053,932584879,2634084,3984810930,,,,,,,,,,,,,,,,,,,,,,,,,,
MagicLeap,Layer 7,,http,615,54693,365,29958,250,24735,0,0,0,0,0,0,1434,157620,717,78810,717,78810,Captive portal / connectivity check every minute,,,,,,,,,,,,,,,,,,,,,,,,,
MagicLeap,Layer 7,,ntp,28,2520,14,1260,14,1260,0,0,0,0,0,0,773426,1059763005,211469,143399025,561957,916363980,,,,,,,,,,,,,,,,,,,,,,,,,,
MagicLeap,Layer 7,,https,2711,1107800,1413,592841,1298,514959,0,0,0,0,0,0,230,28527,115,15195,115,13332,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,0,0,0,0,0,1434,157620,717,78810,717,78810,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest1,Total,,Total,6385709,4917562261,3750839,932668795,2634870,3984893466,0,0,0,0,0,0,6383821,4917360058,3749895,932565642,2633926,3984794416,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest1,Layer 3,,ipv6,6382822,4916868494,3749271,932203208,2633551,3984665286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest1,Layer 3,,ip,2887,693767,1568,465587,1319,228180,128835,49531065,63962,32616918,18,972,128835,49531065,63962,32616918,64855,16913175,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest1,Layer 4,,tcp,6384275,4917404641,3750122,932589985,2634153,3984814656,0,0,0,0,0,0,124750,48952452,61742,32397490,63008,16554962,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest1,Layer 4,,udp,1434,157620,717,78810,717,78810,36,2376,18,1404,18,972,4049,576237,2202,218024,1847,358213,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest1,Layer 5,,tls,773426,1059763005,211469,143399025,561957,916363980,36,2376,18,1404,18,972,128433,49488549,63761,32595444,64672,16893105,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest1,Layer 7,,http,230,28527,115,15195,115,13332,0,0,0,0,0,0,366,40140,183,20070,183,20070,Captive portal / connectivity check infrequently,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest1,Layer 7,,ntp,1434,157620,717,78810,717,78810,0,0,0,0,0,0,45192,21998759,23141,11526474,22051,10472285,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest1,Layer 7,,https,6383821,4917360058,3749895,932565642,2633926,3984794416,0,0,0,0,0,0,366,40140,183,20070,183,20070,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,0,0,0,0,0,60,6294,30,3390,30,2904,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest2,Total,,Total,128835,49531065,63962,32616918,64873,16914147,0,0,0,0,0,0,128361,49481223,63725,32591466,64636,16889757,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest2,Layer 3,,ipv6,124750,48952452,61742,32397490,63008,16554962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest2,Layer 3,,ip,4085,578613,2220,219428,1865,359185,187994,22267909,165618,19595850,0,0,187994,22267909,165618,19595850,22376,2672059,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest2,Layer 4,,tcp,128469,49490925,63779,32596848,64690,16894077,122804,14859284,122804,14859284,0,0,65190,7408625,42814,4736566,22376,2672059,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest2,Layer 4,,udp,366,40140,183,20070,183,20070,0,0,0,0,0,0,65190,7408625,42814,4736566,22376,2672059,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest2,Layer 5,,tls,45192,21998759,23141,11526474,22051,10472285,122804,14859284,122804,14859284,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest2,Layer 7,,ntp,366,40140,183,20070,183,20070,0,0,0,0,0,0,42356,5773925,21177,3241372,21179,2532553,,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest2,Layer 7,,http,60,6294,30,3390,30,2904,122804,14859284,122804,14859284,0,0,0,0,0,0,0,0,Captive portal / connectivity check every 12 hours,,,,,,,,,,,,,,,,,,,,,,,,,
MetaQuest2,Layer 7,,https,128361,49481223,63725,32591466,64636,16889757,0,0,0,0,0,0,63303,6825885,41650,4557038,21653,2268847,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,0,0,0,0,0,1887,582740,1164,179528,723,403212,,,,,,,,,,,,,,,,,,,,,,,,,,
Roborock,Total,,Total,187994,22267909,165618,19595850,22376,2672059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roborock,Layer 3,,ip,187994,22267909,165618,19595850,22376,2672059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roborock,Layer 4,,tcp,65190,7408625,42814,4736566,22376,2672059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roborock,Layer 4,,udp,122804,14859284,122804,14859284,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roborock,Layer 5,,tls,42356,5773925,21177,3241372,21179,2532553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roborock,Layer 7,,58866,122804,14859284,122804,14859284,0,0,,,,,,,,,,,,,Integration with home assistants,,,,,,,,,,,,,,,,,,,,,,,,,
Roborock,Layer 7,,secure-mqtt,63303,6825885,41650,4557038,21653,2268847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roborock,Layer 7,,https,1887,582740,1164,179528,723,403212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
